Mon. Aug. 24, 2020             LANDSAT 5                 Time: 20:22
                         Image Assessment System
                           GCP Residual Report
----------------------------------------------------------------------------
WOID: L2            Path/Row: 021 / 040

L0R Reference Image: L51EDC1010145160100_HDF.202250806
Acquisition Date: May 25, 2010

Band Number:  5

GLS date for each WRS-2 path/row used:
Path  Row   Date
021   039   10-15-2001, 01-31-2015
021   040   10-15-2001, 11-15-2015
022   039   09-17-2000, 11-22-2015
022   040   10-01-1999, 02-07-2015


Point_ID         Latitude  Longitude    Height       Across    Along    Residual  Residual
                                                      Scan      Scan      In y      in x
                                                    Residual  Residual    dir       dir
                   (deg)     (deg)     (meters)     (meters)  (meters)  (meters)  (meters)

0210400510_01   29.121143  -89.188920   -21.000       4.748    -4.977     5.562    -4.050
0210400511_01   29.179937  -89.151915   -22.000      -0.158    -1.194     0.058    -1.204
0210400512_01   29.439072  -89.642467   -23.527       1.368     1.280     1.119     1.504
0210400514_01   29.643679  -89.615847   -19.264      -1.809     0.786    -1.921     0.452
0210400517_01   29.521423  -89.584888   -26.614      -3.501     4.712    -4.288     4.014
0210400518_01   29.075238  -89.198430   -22.000      -1.427     3.705    -2.067     3.392
0210400520_01   29.456249  -89.553536   -21.813      -0.925     1.054    -1.098     0.873
0210400522_01   29.352749  -89.458296   -25.216       0.748     4.444    -0.058     4.509
0210400524_01   29.359090  -89.596223   -25.865      -2.920     0.079    -2.888    -0.443
0210400525_01   29.746021  -89.557112   -22.800      -2.669    -1.985    -2.272    -2.430
0210400528_01   29.499869  -89.675263   -19.365      -0.674     0.343    -0.724     0.218
0210400529_01   29.285739  -89.187467   -23.000       3.928    -5.140     4.785    -4.358
0210400530_01   29.243756  -89.155702   -23.000       0.960     0.462     0.862     0.626
0210400532_01   29.713960  -89.632856   -18.398       1.754    -1.057     1.916    -0.727
0210400534_01   29.139397  -89.197941   -24.000      -4.123    -4.164    -3.314    -4.834
0210400536_01   29.729677  -89.672331   -18.718       0.511     1.333     0.265     1.404
0210400537_01   29.032864  -89.156882   -24.000       2.880     5.558     1.841     5.985
0210400538_01   29.527802  -89.711258   -16.245       2.445    -1.853     2.739    -1.387
0210400539_01   29.373525  -89.645720   -25.471       3.028     4.360     2.202     4.833
0210400540_01   29.502716  -89.639754   -18.327       0.434    -1.547     0.705    -1.445
0210400541_01   29.097355  -89.300588   -23.000      -0.259     6.742    -1.460     6.590
0210400542_01   29.334455  -89.595930   -23.361      -1.349     2.368    -1.751     2.091
0210400545_01   29.454669  -89.578838   -20.301      -1.700    -0.264    -1.626    -0.563
0210400548_01   29.577829  -89.713851   -18.289       0.663     0.019     0.650     0.137
0210400550_01   29.726601  -89.525612   -22.832      -4.983     5.022    -5.802     4.055
0210400551_01   29.344415  -89.349971   -21.000       2.627    -1.685     2.887    -1.189
0210400554_01   29.329667  -89.646120   -22.373      -6.048     2.880    -6.468     1.756
0210400555_01   29.659489  -89.438410   -22.459      -3.429     6.206    -4.484     5.497
0210400557_01   29.398888  -89.783576   -23.888      -1.625     1.991    -1.955     1.671
0210400559_01   29.393336  -89.697509   -20.328      -6.558     1.845    -6.785     0.647
0210400561_01   29.364782  -89.479897   -25.105      -2.841    -0.518    -2.704    -1.016
0210400565_01   29.127153  -89.390968   -22.000      -2.111     1.331    -2.316     0.933
0210400566_01   29.386065  -89.441169   -26.851      -0.015     0.441    -0.093     0.432
0210400567_01   29.282494  -89.468049   -29.050      -1.715    -6.280    -0.565    -6.487
0210400568_01   29.574711  -89.571353   -22.786       4.290     6.816     3.005     7.476
0210400569_01   29.484373  -89.744755   -19.657       1.498     0.326     1.417     0.588
0210400570_01   29.585794  -89.654291   -15.886       3.692    -2.009     3.994    -1.318
0210400572_01   29.280637  -89.217927   -23.000       0.266    -4.114     0.997    -4.002
0210400575_01   29.464339  -89.609368   -16.587       4.680    -1.141     4.812    -0.287
0210400577_01   29.418776  -89.776384   -20.839       0.183     1.253    -0.043     1.266
0210400578_01   29.762711  -89.603426   -20.672      -1.941     0.574    -2.013     0.219
0210400579_01   29.402940  -89.743818   -22.059      -0.028     5.098    -0.938     5.015
0210400580_01   29.318889  -89.474440   -25.648       3.534    -4.237     4.237    -3.539
0210400581_01   29.732185  -89.473034   -14.915       6.920     4.710     5.969     5.871
0210400582_01   29.680141  -89.699523   -18.048       0.318    -1.272     0.541    -1.195
0210400583_01   29.027095  -89.325216   -20.000       1.542    -1.802     1.841    -1.498
0210400585_01   29.371650  -89.752840   -16.963       2.302    -0.410     2.340     0.007
0210400587_01   29.395704  -89.673466   -21.764      -1.920     0.096    -1.907    -0.247
0210400588_01   29.080815  -89.221658   -24.000      -1.965     6.633    -3.119     6.177
0210400589_01   29.211835  -89.188061   -22.000      -6.179    -1.167    -5.873    -2.252
0210400591_01   29.264207  -89.414829   -27.397       1.976     1.699     1.641     2.025
0210400593_01   29.648489  -89.712635   -19.070       0.709     0.447     0.619     0.567
0210400594_01   29.417821  -89.566812   -24.203      -1.876    -0.819    -1.699    -1.141
0210400595_01   29.420784  -89.636732   -21.707       0.111    -0.370     0.176    -0.343
0210400596_01   29.538637  -89.602956   -25.876       1.818    -3.120     2.348    -2.746
0210400598_01   29.313959  -89.279795   -21.000      -3.013    -0.887    -2.807    -1.410
0210400600_01   29.421528  -89.708759   -18.300       1.158     1.453     0.881     1.637
0210400601_01   29.298867  -89.212764   -24.000       3.315    -0.118     3.284     0.476
0210400602_01   29.319737  -89.710084   -19.115       0.024     1.420    -0.230     1.403
0210400603_01   29.317703  -89.436768   -30.138      -4.080     3.730    -4.683     2.944
0210400604_01   29.693334  -89.510536   -25.768      -1.106     4.135    -1.828     3.873
0210400605_01   29.648617  -89.639199   -19.487       0.147    -2.142     0.529    -2.082
0210400606_01   29.466741  -89.733456   -17.049       1.912     0.288     1.831     0.625
0210400607_01   29.459217  -89.757685   -21.275      -0.004    -1.804     0.320    -1.776
0210400608_01   29.242972  -89.422657   -26.482      -0.448     1.421    -0.694     1.319
0210400610_01   29.312996  -89.668235   -25.640      -6.613     4.266    -7.273     3.020
0210400611_01   29.068313  -89.289173   -18.000       1.637     0.569     1.510     0.852
0210400613_01   29.396365  -89.584174   -22.806       6.541     1.145     6.234     2.295
0210400615_01   29.156676  -89.132936   -26.000       0.490    -0.629     0.595    -0.531
0210400618_01   29.260001  -89.511629   -23.645       1.591     1.764     1.251     2.021
0210400619_01   29.690321  -89.454358   -24.309       0.156    -0.403     0.226    -0.368
0210400622_01   29.350194  -89.648509   -22.594      -1.877     2.597    -2.312     2.222
0210400623_01   29.242978  -89.481880   -18.854      -0.530     1.928    -0.866     1.804
0210400624_01   29.437027  -89.664650   -22.944      -1.507     0.492    -1.571     0.216
0210400626_01   29.440243  -89.772327   -21.274       1.205     1.591     0.902     1.782
0210400627_01   29.421449  -89.685876   -16.923       0.133     2.011    -0.228     2.004
0210400628_01   29.292715  -89.527577   -30.693       4.293    -0.048     4.235     0.720
0210400629_01   29.484924  -89.650750   -21.222       0.236    -0.771     0.370    -0.716
0210400631_01   29.438847  -89.721888   -18.058      -0.513     0.640    -0.619     0.539
0210400633_01   29.343427  -89.716578   -18.615       0.920     1.811     0.583     1.948
0210400634_01   29.308391  -89.614711   -22.344       0.392     1.952     0.037     1.992
0210400635_01   29.441921  -89.742998   -17.541       1.306     1.233     1.066     1.447
0210400636_01   29.662422  -89.692864   -17.915       0.917     0.988     0.726     1.137
0220390291_01   29.515373  -89.726439    -6.496      -5.396    -1.922    -4.967    -2.854
0220390442_01   29.515908  -89.767603   -16.041       0.701     0.944     0.522     1.055
0220390458_01   29.496227  -89.694304   -16.016       3.893    -1.508     4.103    -0.789
0220390654_01   29.395465  -89.478301   -29.965      -0.279    -5.585     0.724    -5.547
0220390655_01   29.731855  -89.608513   -23.801      -2.003    -2.296    -1.561    -2.617
0220390664_01   29.607064  -89.777708   -18.016      -1.255     0.780    -1.374     0.545
0220390666_01   29.563009  -89.736082   -21.770       3.525    -1.808     3.794    -1.150
0220390672_01   29.618542  -89.717276   -18.090      -1.237    -1.298    -0.985    -1.498
0220390684_01   29.281646  -89.441192   -33.445       3.970     1.933     3.563     2.612
0220400027_01   29.382236  -89.595215   -24.489      -2.764    -2.059    -2.352    -2.520
0220400081_01   29.496231  -89.694010   -19.781      -0.077    -0.372    -0.009    -0.379
0220400108_01   29.390874  -89.788225   -31.927       1.494    -1.773     1.789    -1.478
0220400133_01   29.515906  -89.767567   -17.990      -0.543    -1.205    -0.318    -1.283
0220400146_01   29.463099  -89.623143   -21.129       2.910    -4.696     3.705    -4.104
0220400197_01   29.552146  -89.790842   -22.031       2.813    -5.946     3.834    -5.352
0220400212_01   29.404186  -89.607766   -23.084      -5.781    -1.349    -5.449    -2.359
0220400250_01   29.369349  -89.750879   -20.319       1.949     1.419     1.666     1.745
0220400330_01   29.536509  -89.736616   -16.704       5.110     1.593     4.746     2.480
0220400349_01   29.418151  -89.567207   -24.960      -3.290    -2.038    -2.873    -2.593
0220400389_01   29.401269  -89.751540   -16.973       2.932     3.694     2.226     4.161
0220400403_01   29.537561  -89.712482   -14.950      -6.171     1.075    -6.266    -0.042
0220400411_01   29.460290  -89.558334   -21.118      -2.536    -0.944    -2.327    -1.382
0220400485_01   29.431703  -89.539803   -20.026       1.984     6.292     0.829     6.548
0220400537_01   29.563012  -89.714749   -19.993       0.395    -5.156     1.312    -5.005
0220400539_01   29.380121  -89.781169   -16.495      -2.424     0.707    -2.512     0.265
0220400578_01   29.498002  -89.657464   -21.795      -1.347    -3.885    -0.631    -4.064
0220400632_01   29.592493  -89.779735   -20.008      -1.374    -3.639    -0.701    -3.827
0220400635_01   29.331244  -89.674954   -23.422       0.850     2.644     0.364     2.755
